Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title, CIHR_Contribution , CIHR_Equipment , External_Funding ,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,title_keywords,companies,companies_count
"Korneluk, Robert G",Children's Hospital of Eastern Ontario Research Institute Inc,Ontario,Operating Grant,201309MOP,Cancer Progression & Therapeutics 2,Combined IAP antagonism and immunotherapy for cancer treatment," $794,885 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; VIRAL; CANCER; CELL BIOLOGY,4/1/2014,2019-03-31,0,"IAP, immunotherapy, cancer",,
"Korneluk, Robert G",Children's Hospital of Eastern Ontario Research Institute Inc,Ontario,Project Grant,201803PJT,Cancer Progression & Therapeutics 2,Combined IAP antagonism and immunotherapy for cancer treatment," $937,126 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; VIRAL; CANCER; CELL BIOLOGY,4/1/2014,2019-03-31,0,"IAP, immunotherapy, cancer",,
"Koropatnick, James",London Health Sciences Centre Res. Inc. (Ont.),Ontario,Project Grant,201709PJT,Cancer Biology & Therapeutics,Inducing Mismatch Repair Deficiency in Cancer Cells for Therapeutic Benefit," $983,025 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Immunology and Autoimmune Diseases (including rheumatology); Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",4/1/2018,2023-03-31,0,"Mismatch repair, cancer cells, deficiency",,
"Koti, Madhuri","Queen's University (Kingston, Ontario)",Ontario,Project Grant,201803PJT,Cancer Progression & Therapeutics 2,Exploiting tumour innate immunity for sensitization of ovarian tumours to PD-L1 immune checkpoint blockade immunotherapy," $765,000 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,10/1/2018,2023-09-30,0,"tumour, innate immunity, PD-L1",,
"Koti, Madhuri","Queen's University (Kingston, Ontario)",Ontario,Project Grant,202403PJT,Cancer Progression & Therapeutics 2,Targeting B cell exhaustion in BCG non-responsive bladder cancer," $975,376 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Sex-and-Gender Health-Sex Differences in Cells, Tissues and Animals",10/1/2024,2029-09-30,0,"B cell exhaustion, bladder cancer, BCG",,
"Kotsopoulos, Joanne",Women's College Hospital (Toronto),Ontario,Operating Grant - Priority Announcement: Ovarian Cancer (bridge funding),201109OVA,Cancer Progression & Therapeutics 2,Telomere Length and Ovarian Cancer Prognosis," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,GENITO/URINARY SYSTEM; EPIDEMIOLOGY; CANCER; MOLECULAR BIOLOGY,4/1/2012,2013-03-31,0,"Telomere, Ovarian Cancer, Prognosis",,
"Kozlowski, Piotr",University of British Columbia,British Columbia,Operating Grant,201103MOP,Medical Physics & Imaging,Multi-parametric MRI for prostate cancer diagnosis and prognosis," $627,332 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER,10/1/2011,2016-09-30,0,"MRI, prostate cancer, diagnosis",,
"Krajinovic, Maja","Centre hospitalier universitaire Sainte-Justine (Montr�al, Qu�bec)",Quebec,Operating Grant,201003MOP,Cancer Progression & Therapeutics 2,"Genetic determinants of the resistance to corticosteroids, vincristine and asparaginase in childhood acute lymphoblastic leukemia"," $295,728 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,LEUKAEMIAS; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; GENETICS; DRUG RESEARCH,10/1/2010,2013-09-30,0,"genetic, corticosteroids, leukemia",,
"Krause, Juergen",University of Prince Edward Island (Charlottetown),Prince Edward Island,Operation:eHealth Innov Partnership Program(eHIPP)-Youth &Adolescent Mental Hlth,201506EH1,eHealth Innovation Partnership Program (eHIPP): Youth and Adolescents Mental Health,Computer Based Training for Cognitive Behavioral Therapy (CBT4CBT) for Improved  Addiction Treatment in Canadian Youth," $618,797 ", $-   , $-   ,,4 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; MENTAL HEALTH; HEALTH RESEARCH,10/1/2015,2019-09-30,0,"Computer, Behavioral Therapy, Addiction",,
"Kreindler, David; Liberman, Karen","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Catalyst Grant: eHealth Innovations,201210CEH,e-Health Innovation Partnership Program (eHIPP),Mental Health Telemetry for Self-Management in Major Depression," $96,207 ", $-   , $-   ,,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",HEALTH PROMOTION; MENTAL HEALTH,3/1/2013,2014-02-28,0,"Mental Health, Telemetry, Depression",,
"Kremer, Richard B",McGill University,Quebec,Operating Grant,200909MOP,Cancer Progression & Therapeutics,Co-targeting parathyroid-hormone related protein (PTHrP) signaling and osteoclast activation to counter breast cancer metastasis to bone," $506,268 ", $-   , $-   ,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,BREAST CANCER; BONE CANCER,4/1/2010,2014-03-31,0,"PTHrP, osteoclast, metastasis",,
"Kremer, Richard B",Research Institute of the McGill University Health Centre,Quebec,Operating Grant,201503MOP,Cancer Progression & Therapeutics,Co-targeting parathyroid-hormone related protein (PTHrP) signaling and osteoclast activation to counter breast cancer metastasis to bone," $739,955 ", $-   , $-   ,,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,BREAST CANCER; BONE CANCER,7/1/2015,2020-06-30,0,"PTHrP, osteoclast, metastasis",,
"Krylov, Sergey; Yang, Burton B","York University (Toronto, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Technology for Analysis of miRNA Signatures (TAmiRS): a Novel Tool for Personalized Cancer Medicine," $451,599 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER THERAPY; CANCER; HEALTH RESEARCH,4/1/2014,2017-03-31,0,"miRNA, Signatures, Cancer",,
"Krzeczkowski, John E",Brock University (Ontario),Ontario,Catalyst Grant: NWHRI: Innovation Fund - Biomedical Discovery Grants,202307NWI,NWHRI: Innovation Fund - Biomedical Discovery Grants,Identifying epigenetic biomarkers of the response to cognitive behavioural therapy in mothers/birthing parents treated for postpartum depression," $146,230 ", $-   , $-   ,,1 yr 0 mth ,Gender and Health,DEPRESSION; MENTAL AND BEHAVIOURAL DISEASES; MENTAL HEALTH; NERVOUS SYSTEM,2/1/2024,2025-01-31,0,"epigenetic, biomarkers, postpartum depression",,
"Kubes, Paul; Corcoran, Jennifer A; Gillrie, Mark R; Jenne, Craig N; Kelly, Margaret M; McDonald, Braedon A; Mody, Christopher H; Peters, Nathan",University of Calgary,Alberta,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,Imaging COVID-19 Lungs to Uncover Therapies," $1,271,404 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; VIRAL; IMAGING; IMMUNOLOGY-TRANSPLANTATION,6/1/2020,2021-05-31,0,"Imaging, COVID-19, Lungs",,
"Labb�, David",Research Institute of the McGill University Health Centre,Quebec,Project Grant,201809PJT,Cancer Biology & Therapeutics 2,Molecular basis to diet-dependent chromatin dependencies in prostate cancer," $967,725 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Mechanisms of Carcinogenesis; Genetics-Molecular and Functional Genetics and Epigenetics; Molecular, Cellular and Systems Biology-Molecular Biology",4/1/2019,2024-03-31,0,"molecular, chromatin, prostate cancer",,
"Labb�, David; Bordeleau, Fran�ois",Research Institute of the McGill University Health Centre,Quebec,Project Grant,202109PJT,Cancer Biology & Therapeutics 2,Protein glycation acts as a substrate-dependent tumorigenic molecular switch in prostate cancer," $1,132,200 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Mechanisms of Carcinogenesis; Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Molecular, Cellular and Systems Biology-Cell Signaling",4/1/2022,2027-03-31,0,"Protein, glycation, prostate cancer",,
"Labelle, Hubert B","Centre hospitalier universitaire Sainte-Justine (Montr�al, Qu�bec)",Quebec,Operating Grant,201003MOP,Biomedical Engineering,Towards a 3-D classification of adolescent idiopathic scoliosis," $184,598 ", $-   , $-   ,,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; SPINAL CORD DISEASE; MUSCLE, BONE, OR JOINT; IMAGING",10/1/2010,2013-09-30,0,"3-D, classification, scoliosis",,
"Ladak, Hanif M; Agrawal, Sumit K",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Mastoidectomy Simulator for Surgical Training and Rehearsal," $186,200 ", $-   , $-   ,,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",HEALTH CARE DELIVERY; DEAFNESS; IMAGING; HEARING,4/1/2017,2020-03-31,0,"Mastoidectomy, Simulator, Surgical",,
"Ladbon Bernasconi, Neda",McGill University,Quebec,Operating Grant,200809MOP,Medical Physics & Imaging,High field imaging of focal epilepsy," $393,809 ", $-   , $-   ,,4 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",EPILEPSY; IMAGING; NERVOUS SYSTEM,4/1/2009,2013-03-31,0,"high field, imaging, epilepsy",,
"Lam, Wan L",University of British Columbia,British Columbia,Operating Grant,200810MOP,Cancer Progression & Therapeutics,Molecular mechanisms of lung cancer development in former smokers," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,LUNG CANCER; POPULATION HEALTH; CANCER; GENETICS,3/1/2009,2012-09-30,0,"molecular, lung cancer, smokers",,
"Lam, Wan L",University of British Columbia,British Columbia,Operating Grant,200903MOP,Cancer Progression & Therapeutics,Molecular mechanisms of lung cancer development in former smokers," $431,680 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,LUNG CANCER; POPULATION HEALTH; CANCER; GENETICS,10/1/2009,2012-09-30,0,"molecular, lung cancer, smokers",,
"Lam, Wan L",University of British Columbia,British Columbia,Project Grant,202203PJT,Cancer Progression & Therapeutics,Targeting lung microbiome for developing early detection and intervention strategies for lung cancer," $914,176 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,10/1/2022,2027-09-30,0,"lung microbiome, early detection, lung cancer",,
"Lange, Philipp",University of British Columbia,British Columbia,Project Grant,201909PJT,Cancer Progression & Therapeutics 2,Tumour microenvironment mediated cell surface shedding creates unique targets and markers," $952,425 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Cancer-Pediatric Cancer; Genetics-Genomics, Transcriptomics and Proteomics",4/1/2020,2025-03-31,0,"tumour, microenvironment, cell surface",,
"Langley, Joanne M",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant: Industry-partnered Collaborative Research,201303IPR,Industry Partnered Collaborative Research,Preventing Respiratory Syncytial Virus (RSV) infection with a novel antigen-adjuvant platform," $193,512 ", $-   , $-   ,,2 yrs 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; HEALTH RESEARCH,10/1/2013,2015-09-30,0,"Respiratory Syncytial Virus, antigen, adjuvant",,
"Langlois, Marc-Andre",University of Ottawa,Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Diagnostics,202005VR2,COVID-19 Rapid Research - Diagnostics,Analysis of Antibody Neutralization Efficiency and Cellular Immunity in SARS-CoV-2-Positive Individuals Identified in At-Risk Individuals," $2,112,500 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,VIRAL; VIROLOGY,6/1/2020,2021-05-31,0,"Antibody, Neutralization, SARS-CoV-2",,
"Langlois, Robert; Whyte, Hilary E; Chan, Adrian D; Green, James; Redpath, Stephanie",Carleton University (Ottawa),Ontario,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Reducing vibrations to improve infant patient safety during transportation," $174,703 "," $86,730 ", $-   ,,3 yrs 0 mth ,"Human Development, Child and Youth Health",HEALTH CARE DELIVERY; PERINATAL; HEALTH RESEARCH; ENVIRONMENTAL INFLUENCES ON HEALTH,4/1/2020,2023-03-31,0,"vibrations, infant, transportation",,
"Larche, Mark; Tonti, Elena",McMaster University,Ontario,Operating Grant: Industry-partnered Collaborative Research,201503IPR,Industry Partnered Collaborative Research,Development of peptide immunotherapy for Rheumatoid Arthritis: Identification and validation of T cell epitopes from citrullinated auto-antigens.," $295,386 ", $-   , $-   ,,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,"ARTHRITIS/OSTEOARTHRITIS; MUSCLE, BONE, OR JOINT; IMMUNOLOGY-TRANSPLANTATION",10/1/2015,2018-09-30,0,"peptide, immunotherapy, citrullinated",,
"Larrivee, Bruno; Manem, Venkata S",CIUSSS Est-de-l'Ile-de- Montr�al-Maisonneuve Rosemont,Quebec,Project Grant - PA: Breast Cancer Research,202109PLL,Cancer Progression & Therapeutics,Targeting BMP signaling in the tumor endothelium to improve cancer immunotherapy," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Cardiovascular, Respiratory and Circulatory Systems-Vascular and Endothelial Biology; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",3/1/2022,2023-02-28,0,"BMP, signaling, endothelium",,
"Lau, Angus Z","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Project Grant,202010PJT,Medical Physics & Imaging,MR-Linac guided adaptive radiotherapy in glioblastoma multiforme," $558,450 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Biomedical Engineering-Biomedical Imaging,4/1/2021,2026-03-31,0,"MR, radiotherapy, glioblastoma",,
"Laussen, Peter C; Assadi, Azadeh; Goldenberg, Anna",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Utilizing high resolution physiological data and artificial intelligence to develop a pediatric cardiac arrest prediction tool for integration into bedside clinical practice," $596,830 "," $28,120 ", $-   ,,3 yrs 0 mth ,Population and Public Health,HEALTH CARE DELIVERY; HEALTH SERVICES RESEARCH; BIOPHYSICS; HEALTH RESEARCH,4/1/2019,2022-03-31,0,"physiological data, artificial intelligence, cardiac arrest",,
"Lavender, Kerry J",University of Saskatchewan,Saskatchewan,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,BLT-Lung mice for the rapid evaluation of COVID-19 therapeutics," $267,258 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; VIRAL; DRUG RESEARCH; VIROLOGY,6/1/2020,2021-05-31,0,"BLT, COVID-19, mice",,
"Lavigne, Pierre",Universit� de Sherbrooke,Quebec,Project Grant,201803PJT,Cancer Biology & Therapeutics 2,Development of cancer therapies targeting Myc with cell penetrating b-HLH-LZ domains," $868,276 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,10/1/2018,2023-09-30,0,"cancer, Myc, cell penetrating",,
"Law, Edith; Lim, Andrew S",University of Waterloo (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,A framework for hybrid machine and human computation for the accurate and scalable analysis of human clinical EEG recordings," $218,374 ", $-   , $-   ,,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",EPILEPSY; SLEEP DISORDERS; NERVOUS SYSTEM; HEALTH RESEARCH,4/1/2015,2018-03-31,0,"machine, EEG, analysis",,
"Le, Xiaochun C",University of Alberta,Alberta,Operating Grant,201309MOP,Cancer Biology & Therapeutics,Mechanisms of arsenic carcinogenesis," $702,720 ", $-   ," $100,000 ",Alberta Cancer Foundation,4 yrs 0 mth ,Cancer Research,CARCINOGENS (INCL ENVIRONMENTAL); POPULATION HEALTH; CANCER; ENVIRONMENTAL INFLUENCES ON HEALTH,4/1/2014,2011-09-30,0,"arsenic, carcinogenesis",,
"Le, Xiaochun C",University of Alberta,Alberta,Operating Grant - PA: Alberta Cancer Foundation - Research (bridge funding),201203OAC,Cancer Biology & Therapeutics,Mechanisms of arsenic carcinogenesis, $-   , $-   ," $100,000 ",Alberta Cancer Foundation,1 yr 0 mth ,Cancer Research,CARCINOGENS (INCL ENVIRONMENTAL); POPULATION HEALTH; CANCER; ENVIRONMENTAL INFLUENCES ON HEALTH,10/1/2012,2013-09-30,0,"arsenic, carcinogenesis",,
"Leask, Andrew C; Pope, Janet E",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,CCN3: a novel antifibrotic treatment?," $274,797 ", $-   , $-   ,,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,"SKIN AND SUBCUTANEOUS TISSUS; MUSCULO SKELETAL; HEALTH RESEARCH; MUSCLE, BONE, OR JOINT",4/1/2016,2019-03-31,0,"CCN3, antifibrotic",,
"Leask, Richard L",McGill University,Quebec,Operating Grant,201109MOP,Biomedical Engineering,Endothelial Cell Biomechanics: The mechanotransduction of wall shear stress gradients," $433,200 ", $-   , $-   ,,4 yrs 0 mth ,Circulatory and Respiratory Health,MULTIDISCIPLINARY; ATHEROSCLEROSIS; BIOPHYSICS; CARDIOVASCULAR,4/1/2012,2016-03-31,0,"Endothelial cells, Biomechanics, Mechanotransduction",,
"Lee, Jacques S; Ryan, David P","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Catalyst Grant: eHealth Innovations - Aging,201310CEA,e-Health Innovation Partnership Program (eHIPP),Predicting Emergency Delirium with an Interactive Computer Tablet(PreDICT)," $89,178 "," $1,759 ", $-   ,,1 yr 0 mth ,Aging,GERIATRICS; AGING; HEALTH RESEARCH,3/1/2014,2015-02-28,0,"Emergency, Delirium, Tablet",,
"Lee, Jong Bok",University of Calgary,Alberta,Project Grant,202309PJT,Cancer Biology & Therapeutics 2,Investigating how double-negative T cells affect anti-leukemic and GvHD-inducing activities of conventional T cells," $1,013,625 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",4/1/2024,2029-03-31,0,"double-negative T cells, leukemia, GvHD",,
