Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Yudin, Andrei",University of Toronto,Proof of Principle Program - Phase I,201102PPP,Proof of Principle,Arrays of constrained histone tail mimetics for the development of epigenetic anticancer drugs,"$85,712","$74,288",1 yr 0 mth 
"Zeng, Haishan; Lui, Harvey; Mclean, David I",University of British Columbia,Proof of Principle Program - Phase II,201009PP2,Proof of Principle,Development of a laser Raman spectroscopy system for melanoma detection,"$244,071","$48,211",1 yr 0 mth 
"Zhang, Li",University Health Network (Toronto),Proof of Principle Program - Phase II,201502PP2,Proof of Principle,A new cellular immunotherapy to treat acute myeloid leukemia,"$183,670","$35,500",1 yr 0 mth 
"Zhou, Youwen",University of British Columbia,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,A diagnostic test for cutaneous T cell lymphomas,"$151,660",$0,1 yr 0 mth 
"Abbasi Nejad Enger, Shirin; Therriault-Proulx, Francois; Reinhold, Caroline",McGill University,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a non-invasive positron detector to measure the arterial input function for pharmacokinetic modelling in dynamic positron emission tomography imaging,"$1,214,556","$89,250",3 yrs 0 mth 
"Abbasi Nejad Enger, Shirin; Alfieri, Joanne; Seuntjens, Jan P; Vuong, Te",Research Institute of the McGill University Health Centre,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Delivery System for High Dose Rate Intensity Modulated Brachytherapy with Yb-169 as a Radiation Source,"$245,475","$65,000",3 yrs 0 mth 
"Abolmaesumi, Purang",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Real time guidance surgical navigation system for scaphoid fracture fixation,"$209,350",$0,3 yrs 0 mth 
"Abolmaesumi, Purang; Wodlinger, Brian; Black, Peter C",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Next Generation Micro-ultrasound Technology for Detection and Monitoring of Prostate Cancer,"$279,550",$0,3 yrs 0 mth 
"Adams, Kimberley D; Tavakoli, Mahdi",University of Alberta,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Robotic interface with Haptic Guidance and Artificial Intelligence for People with Disabilities,"$166,500",$0,3 yrs 0 mth 
"Adamson, Robert B",Dalhousie University (Nova Scotia),Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,A high-efficiency ultrasonic power link for implantable medical devices,"$216,881",$0,3 yrs 0 mth 
"Adamson, Robert B; Bance, Manohar L",Dalhousie University (Nova Scotia),Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Optical coherence tomography of the middle ear,"$337,717",$0,3 yrs 0 mth 
"Allingham, John S; Evans, P A","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Preclinical Development of Natural Product-Based Agents as Anti-Cancer Drugs,"$206,646",$0,3 yrs 0 mth 
"Allingham, John S; Craig, Andrew W; Evans, P A","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of antibody-drug conjugates that use actin-targeting warheads,"$248,750",$0,3 yrs 0 mth 
"Amon, Cristina; Keating, Armand; Waddell, Thomas K",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Advanced Bioreactors for Evaluation and Systematic Optimization of Decellularization and Recellularization of the Lung and Trachea,"$291,825","$52,100",3 yrs 0 mth 
"Amsden, Brian G; Hurtig, Mark B","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Articular Cartilage Reconstruction,"$168,002",$0,3 yrs 0 mth 
"Andrysek, Jan; Ramdial, Sandra; Wright, Virginia F",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Biomechanical biofeedback targeting the high-level rehabilitation of mobility in youth with lower limb amputations,"$374,050",$0,3 yrs 0 mth 
"Anglin, Carolyn; Amiri, Shahram; Guy, Pierre; Hodgson, Antony J",University of Calgary,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Development and Clinical Efficacies of an Innovative Quantitative Intraoperative C-arm System,"$234,775",$0,3 yrs 0 mth 
"Archambault, Denis; Bourgault, Steve; Gottschalk, Marcelo G; Segura, Mariela A",Université du Québec à Montréal,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,La portion C-terminale de la protéine P97 de Mycoplasma hyopneumoniae: une nouvelle molécule adjuvante à des fins vaccinales,"$364,959",$0,3 yrs 0 mth 
"Attisano, Liliana; Louis, Sharon A; Yip, Christopher M",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,A vascularized human organoid platform for disease modelling and preclinical testing,$0,$0,3 yrs 0 mth 
"Bainbridge, Shannon A; Smith, Graeme N; Chan, Adrian D",University of Ottawa,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Automated placenta screening to improve maternal lifetime cardiovascular health,"$238,045","$6,000",3 yrs 0 mth 
"Barthelat, Francois; Tanzer, Michael",McGill University,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,"Novel multilayered synthetic structural bone graft materials which combine biocompatibility, biodegradability and high toughness.","$163,222",$0,3 yrs 0 mth 
"Barzda, Virginijus",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Non-linear multimodal mircoendoscopy for lung cancer pathology,"$265,500",$0,3 yrs 0 mth 
"Barzda, Virginijus; Wilson, Brian C",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Nonlinear Optical Imaging for Digital Pathology,"$508,406",$0,3 yrs 0 mth 
"Bathe, Oliver F; Ritchie, Shawn; Vogel, Hans (Harm) J",University of Calgary,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a Blood Test for Colorectal Cancer based on Metabolomic Signature,"$389,215",$0,3 yrs 0 mth 
"Beg, Mirza Faisal; Maberley, David; Navajas, Eduardo; Sarunic, Marinko V","Simon Fraser University (Burnaby, B.C.)",Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,OCTSurfer - Advanced Imaging and Integrated Image Analysis Platform for 3D Optical Coherence Tomography Images of the Eye,"$341,410","$87,200",3 yrs 0 mth 
"Benard, Francois",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Radiometals produced by liquid targets for molecular imaging of cancer,"$420,079",$0,3 yrs 0 mth 
"Biddiss, Elaine A; Fehlings, Darcy L",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Design and evaluation of an interactive computer play platform to motivate participation in home-based therapies for young people with cerebral palsy: Let's Play!,"$248,885",$0,3 yrs 0 mth 
"Biddiss, Elaine A; Lamont, Andrea L; Fehlings, Darcy L; John, Bina A; Moola, Fiona",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,The Virtual Music Teacher: Children of all abilities banding together in early childhood music education,"$511,851",$0,3 yrs 0 mth 
"Bier, Nathalie; Couture, Mélanie; Giroux, Sylvain",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Maintien à domicile des personnes âgées vulnérables : co-conception et déploiement de solutions technologiques dans le cadre d'un laboratoire vivant,"$489,287",$0,3 yrs 0 mth 
"Bizheva, Kostadinka K; Sorbara, Luigina",University of Waterloo (Ontario),Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Intra-operative Optical Coherence Tomography for corneal transplant surgery in Keratoconus,"$314,970",$0,3 yrs 0 mth 
"Bizzotto, Dan; Cheung, Karen C; Sammis, Glenn M; Tang, Patrick K",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Developing an electrochemical beacon detection method for pathogen nucleic acid speciation,"$211,250",$0,3 yrs 0 mth 
"Blaber, Andrew P","Simon Fraser University (Burnaby, B.C.)",Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,"Preventing postural hypotension, syncope and falls with smart materials and monitoring","$205,530",$0,3 yrs 0 mth 
"Boddy, Christopher N",University of Ottawa,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Development of small molecule viral sensitizers to boost vaccine manufacturing,"$394,580",$0,3 yrs 0 mth 
"Bolduc, François; Irish, Debbie; Majnemer, Annette; Nicholas, David B; Zaiane, Osmar R",University of Alberta,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Development of an Artificial Intelligence Chatbot supporting coaching and optimal service for individuals with Neurodevelopmental disabilities and their families,"$967,734",$0,3 yrs 0 mth 
"Borschel, Gregory H; Gordon, Tessa; Shoichet, Molly S",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Enhancement of nerve regeneration with controlled release of neurotrophic factors,"$220,356",$0,3 yrs 0 mth 
"Boulanger, Pierre B; Becher, Harald",University of Alberta,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Multiview Ultrasound Fusion for Cardiac and Non-cardiac Imaging,"$244,296",$0,3 yrs 0 mth 
"Boyd, Lara; Menon, Carlo",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,ARMS UP/Assisted Robotic Movement after Stroke using Brain Power: Controlling robotics with EEG,"$194,625",$0,3 yrs 0 mth 
"Bromme, Dieter; Percival, Michael D; Ciufolini, Marco A",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Side effect-free cathepsin K targeting drugs for skeletal diseases,"$359,850",$0,3 yrs 0 mth 
"Brown, Claire M; Siegel, Peter M",McGill University,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Biophysical Tools for the Characterization of Breast Cancer Cell Migration and Invasion,"$272,500",$0,3 yrs 0 mth 
"Brown, Eric D; Brennan, John D; Wright, Gerard D",McMaster University,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Pathway-specific cell-based high throughput screening for natural product antibiotics,"$322,238",$0,3 yrs 0 mth 
"Brudno, Michael; Bowdin, Sarah; Boycott, Kym M; Chitayat, David A",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Computerized Patient Phenotyping to Connect Canadian Clinical Genetics Clinics,"$211,500",$0,3 yrs 0 mth 
"Brunette, Isabelle; Alarcón, Emilio I; Griffith, May C",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Biosynthetic alternatives to human donor corneal transplantation,"$321,657",$0,3 yrs 0 mth 
"Buckeridge, David L",McGill University,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Knowledge-Based Detection of Hospital Acquired Infections,"$218,060",$0,3 yrs 0 mth 
"Buschmann, Michael D; Batist, Gerald; Damha, Masad J; De Crescenzo, Gregory; Lesage, Frédéric; Mader, Sylvie N; Merzouki, Abderrazzak; Tardif, Jean-Claude",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Chitosan-siRNA nanoparticles for gene silencing in Atherosclerosis and Cancer,"$339,912",$0,3 yrs 0 mth 
"Byers, David M",Dalhousie University (Nova Scotia),Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Lead optimization of new antibacterials/antimalarials that target ACP synthase,"$76,760",$0,1 yr 0 mth 
"Calon, Frédéric; Fortin, Marc-André",Université Laval,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Development and bioimaging of blood-brain barrier vectorized nanoparticles,"$383,134",$0,3 yrs 0 mth 
"Campbell, Melanie Crombie W; Hsiung, Ging-Yuek R",University of Waterloo (Ontario),Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Novel non-invasive imaging of amyloid in the retina of the eye as a predictor of amyloid in the brain in Alzheimer's disease,"$406,292",$0,3 yrs 0 mth 
"Campbell, Melanie Crombie W",University of Waterloo (Ontario),Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Diagnostic Methods for Imaging Amyloid Beta in the eye in association with alzheimer's disease,"$245,026",$0,3 yrs 0 mth 
